726,1500,heart_rate respiration ecg
727,500,heart_rate
728,1500,heart_rate respiration ecg
729,500,heart_rate
730,2500,heart_rate oxygen_level blood_sugar respiration ecg
731,500,heart_rate
732,1500,heart_rate respiration ecg
733,500,heart_rate
734,1500,heart_rate respiration ecg
735,500,heart_rate
736,1500,heart_rate respiration ecg
737,500,heart_rate
738,1500,heart_rate respiration ecg
739,500,heart_rate
740,2500,heart_rate oxygen_level blood_sugar respiration ecg
741,500,heart_rate
742,1500,heart_rate respiration ecg
743,500,heart_rate
744,1500,heart_rate respiration ecg
745,500,heart_rate
746,1500,heart_rate respiration ecg
747,500,heart_rate
748,1500,heart_rate respiration ecg
749,500,heart_rate
750,2500,heart_rate oxygen_level blood_sugar respiration ecg
751,500,heart_rate
752,1500,heart_rate respiration ecg
753,500,heart_rate
754,1500,heart_rate respiration ecg
755,500,heart_rate
756,1500,heart_rate respiration ecg
757,500,heart_rate
758,1500,heart_rate respiration ecg
759,500,heart_rate
760,2500,heart_rate oxygen_level blood_sugar respiration ecg
761,500,heart_rate
762,1500,heart_rate respiration ecg
763,500,heart_rate
764,1500,heart_rate respiration ecg
765,500,heart_rate
766,1500,heart_rate respiration ecg
767,500,heart_rate
768,1500,heart_rate respiration ecg
769,500,heart_rate
770,2500,heart_rate oxygen_level blood_sugar respiration ecg
771,500,heart_rate
772,1500,heart_rate respiration ecg
773,500,heart_rate
774,1500,heart_rate respiration ecg
775,500,heart_rate
776,1500,heart_rate respiration ecg
777,500,heart_rate
778,1500,heart_rate respiration ecg
779,500,heart_rate
780,2500,heart_rate oxygen_level blood_sugar respiration ecg
781,500,heart_rate
782,1500,heart_rate respiration ecg
783,500,heart_rate
784,1500,heart_rate respiration ecg
785,500,heart_rate
786,1500,heart_rate respiration ecg
787,500,heart_rate
788,1500,heart_rate respiration ecg
789,500,heart_rate
790,2500,heart_rate oxygen_level blood_sugar respiration ecg
791,500,heart_rate
792,1500,heart_rate respiration ecg
793,500,heart_rate
794,1500,heart_rate respiration ecg
795,500,heart_rate
796,1500,heart_rate respiration ecg
797,500,heart_rate
798,1500,heart_rate respiration ecg
799,500,heart_rate
800,2500,heart_rate oxygen_level blood_sugar respiration ecg
801,500,heart_rate
802,1500,heart_rate respiration ecg
803,500,heart_rate
804,1500,heart_rate respiration ecg
805,500,heart_rate
806,1500,heart_rate respiration ecg
807,500,heart_rate
808,1500,heart_rate respiration ecg
809,500,heart_rate
810,2500,heart_rate oxygen_level blood_sugar respiration ecg
811,500,heart_rate
812,1500,heart_rate respiration ecg
813,500,heart_rate
814,1500,heart_rate respiration ecg
815,500,heart_rate
816,1500,heart_rate respiration ecg
817,500,heart_rate
818,1500,heart_rate respiration ecg
819,500,heart_rate
820,2500,heart_rate oxygen_level blood_sugar respiration ecg
821,500,heart_rate
822,1500,heart_rate respiration ecg
823,500,heart_rate
824,1500,heart_rate respiration ecg
825,500,heart_rate
826,1500,heart_rate respiration ecg
827,500,heart_rate
828,1500,heart_rate respiration ecg
829,500,heart_rate
830,2500,heart_rate oxygen_level blood_sugar respiration ecg
831,500,heart_rate
832,1500,heart_rate respiration ecg
833,500,heart_rate
834,1500,heart_rate respiration ecg
835,500,heart_rate
836,1500,heart_rate respiration ecg
837,500,heart_rate
838,1500,heart_rate respiration ecg
839,500,heart_rate
840,2500,heart_rate oxygen_level blood_sugar respiration ecg
841,500,heart_rate
842,1500,heart_rate respiration ecg
843,500,heart_rate
844,1500,heart_rate respiration ecg
845,500,heart_rate
846,1500,heart_rate respiration ecg
847,500,heart_rate
848,1500,heart_rate respiration ecg
849,500,heart_rate
850,2500,heart_rate oxygen_level blood_sugar respiration ecg
851,500,heart_rate
852,1500,heart_rate respiration ecg
853,500,heart_rate
854,1500,heart_rate respiration ecg
855,500,heart_rate
856,1500,heart_rate respiration ecg
857,500,heart_rate
858,1500,heart_rate respiration ecg
859,500,heart_rate
860,2500,heart_rate oxygen_level blood_sugar respiration ecg
861,500,heart_rate
862,1500,heart_rate respiration ecg
863,500,heart_rate
864,1500,heart_rate respiration ecg
865,500,heart_rate
866,1500,heart_rate respiration ecg
867,500,heart_rate
868,1500,heart_rate respiration ecg
869,500,heart_rate
870,2500,heart_rate oxygen_level blood_sugar respiration ecg
871,500,heart_rate
872,1500,heart_rate respiration ecg
873,500,heart_rate
874,1500,heart_rate respiration ecg
875,500,heart_rate
876,1500,heart_rate respiration ecg
877,500,heart_rate
878,1500,heart_rate respiration ecg
879,500,heart_rate
880,2500,heart_rate oxygen_level blood_sugar respiration ecg
881,500,heart_rate
882,1500,heart_rate respiration ecg
883,500,heart_rate
884,1500,heart_rate respiration ecg
885,500,heart_rate
886,1500,heart_rate respiration ecg
887,500,heart_rate
888,1500,heart_rate respiration ecg
889,500,heart_rate
890,2500,heart_rate oxygen_level blood_sugar respiration ecg
891,500,heart_rate
892,1500,heart_rate respiration ecg
893,500,heart_rate
894,1500,heart_rate respiration ecg
895,500,heart_rate
896,1500,heart_rate respiration ecg
897,500,heart_rate
898,1500,heart_rate respiration ecg
899,500,heart_rate
900,2500,heart_rate oxygen_level blood_sugar respiration ecg
901,500,heart_rate
902,1500,heart_rate respiration ecg
903,500,heart_rate
904,1500,heart_rate respiration ecg
905,500,heart_rate
906,1500,heart_rate respiration ecg
907,500,heart_rate
908,1500,heart_rate respiration ecg
909,500,heart_rate
910,2500,heart_rate oxygen_level blood_sugar respiration ecg
911,500,heart_rate
912,1500,heart_rate respiration ecg
913,500,heart_rate
914,1500,heart_rate respiration ecg
915,500,heart_rate
916,1500,heart_rate respiration ecg
917,500,heart_rate
918,1500,heart_rate respiration ecg
919,500,heart_rate
920,2500,heart_rate oxygen_level blood_sugar respiration ecg
921,500,heart_rate
922,1500,heart_rate respiration ecg
923,500,heart_rate
924,1500,heart_rate respiration ecg
925,500,heart_rate
926,1500,heart_rate respiration ecg
927,500,heart_rate
928,1500,heart_rate respiration ecg
929,500,heart_rate
930,2500,heart_rate oxygen_level blood_sugar respiration ecg
931,500,heart_rate
932,1500,heart_rate respiration ecg
933,500,heart_rate
934,1500,heart_rate respiration ecg
935,500,heart_rate
936,1500,heart_rate respiration ecg
937,500,heart_rate
938,1500,heart_rate respiration ecg
939,500,heart_rate
940,2500,heart_rate oxygen_level blood_sugar respiration ecg
941,500,heart_rate
942,1500,heart_rate respiration ecg
943,500,heart_rate
944,1500,heart_rate respiration ecg
945,500,heart_rate
946,1500,heart_rate respiration ecg
947,500,heart_rate
948,1500,heart_rate respiration ecg
